Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.04     0.00       31     0.00     0.00  Dodge::Polygon::scale(Dodge::Vec2f const&)
  0.00      3.04     0.00       31     0.00     0.00  Dodge::Polygon::Polygon(Dodge::XmlNode)
  0.00      3.04     0.00       31     0.00     0.00  boost::detail::sp_counted_impl_p<Dodge::Shape>::dispose()
  0.00      3.04     0.00       31     0.00     0.00  boost::detail::sp_counted_impl_p<Dodge::Shape>::~sp_counted_impl_p()
  0.00      3.04     0.00       31     0.00     0.00  SoundFx::processMessages(Dodge::EEvent*)
  0.00      3.04     0.00       31     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, SoundFx*, void (SoundFx::*)(Dodge::EEvent*)>::operator==(FunctorImpl<void, TypeList<Dodge::EEvent*, NullType> > const&) const
  0.00      3.04     0.00       31     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, GameLogic*, void (GameLogic::*)(Dodge::EEvent*)>::operator==(FunctorImpl<void, TypeList<Dodge::EEvent*, NullType> > const&) const
  0.00      3.04     0.00       31     0.00     0.00  Dodge::ShapeFactory::create(Dodge::XmlNode) const
  0.00      3.04     0.00       31     0.00     0.00  CSprite::getSize() const
  0.00      3.04     0.00       30     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, TypeList<int, NullType> > >, GameLogic*, void (GameLogic::*)(int, int)>::clone() const
  0.00      3.04     0.00       30     0.00     0.00  void std::vector<Dodge::TransPart, std::allocator<Dodge::TransPart> >::_M_insert_aux<Dodge::TransPart const&>(__gnu_cxx::__normal_iterator<Dodge::TransPart*, std::vector<Dodge::TransPart, std::allocator<Dodge::TransPart> > >, Dodge::TransPart const&)
  0.00      3.04     0.00       29     0.00     0.00  Dodge::EntityUi::keyUpHandler(int)
  0.00      3.04     0.00       29     0.00     0.00  Zombie::explosionHandler(Dodge::EEvent*)
  0.00      3.04     0.00       28     0.00     0.00  boost::shared_ptr<MenuItem> boost::dynamic_pointer_cast<MenuItem, Dodge::Entity>(boost::shared_ptr<Dodge::Entity> const&)
  0.00      3.04     0.00       28     0.00     0.00  boost::detail::sp_counted_impl_p<Zombie>::dispose()
  0.00      3.04     0.00       28     0.00     0.00  CSprite::~CSprite()
  0.00      3.04     0.00       28     0.00     0.00  Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, TypeList<int, NullType> > >::Functor<Menu*, void (Menu::*)(boost::shared_ptr<Dodge::Entity>, int)>(Menu* const&, void (Menu::*)(boost::shared_ptr<Dodge::Entity>, int))
  0.00      3.04     0.00       27     0.00     0.00  boost::detail::sp_counted_impl_p<Zombie>::~sp_counted_impl_p()
  0.00      3.04     0.00       27     0.00     0.00  Zombie::addToWorld()
  0.00      3.04     0.00       27     0.00     0.00  Zombie::~Zombie()
  0.00      3.04     0.00       27     0.00     0.00  Zombie::clone() const
  0.00      3.04     0.00       27     0.00     0.00  covariant return thunk to Zombie::clone() const
  0.00      3.04     0.00       26     0.00     0.00  Dodge::Entity::setZ(float)
  0.00      3.04     0.00       26     0.00     0.00  Zombie::Zombie(Zombie const&)
  0.00      3.04     0.00       25     0.00     0.00  Dodge::TextEntity::setFillColour(Dodge::Colour const&)
  0.00      3.04     0.00       24     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, SoundFx*, void (SoundFx::*)(Dodge::EEvent*)>::operator()(Dodge::EEvent*) const
  0.00      3.04     0.00       24     0.00     0.00  Dodge::EntityAnimations::hasAnimation(long) const
  0.00      3.04     0.00       22     0.00     0.00  FunctorHandler<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, void (*)(boost::shared_ptr<Dodge::Entity>)>::~FunctorHandler()
  0.00      3.04     0.00       21     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, SoundFx*, void (SoundFx::*)(Dodge::EEvent*)>::~MemFunHandler()
  0.00      3.04     0.00       21     0.00     0.00  Item::assignData(Dodge::XmlNode)
  0.00      3.04     0.00       21     0.00     0.00  Dodge::Entity::assignData(Dodge::XmlNode)
  0.00      3.04     0.00       21     0.00     0.00  Dodge::EntityUi::keyDownHandler(int)
  0.00      3.04     0.00       21     0.00     0.00  boost::shared_ptr<Item>::shared_ptr<Item>(Item*)
  0.00      3.04     0.00       21     0.00     0.00  boost::detail::sp_counted_impl_p<Item>::dispose()
  0.00      3.04     0.00       21     0.00     0.00  boost::detail::sp_counted_impl_p<Item>::~sp_counted_impl_p()
  0.00      3.04     0.00       21     0.00     0.00  Zombie::playerDeathHandler(Dodge::EEvent*)
  0.00      3.04     0.00       21     0.00     0.00  CSprite::assignData(Dodge::XmlNode)
  0.00      3.04     0.00       21     0.00     0.00  CSprite::CSprite(CSprite const&)
  0.00      3.04     0.00       21     0.00     0.00  CSprite::clone() const
  0.00      3.04     0.00       21     0.00     0.00  covariant return thunk to CSprite::clone() const
  0.00      3.04     0.00       20     0.00     0.00  MemFunHandler<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, Menu*, void (Menu::*)(boost::shared_ptr<Dodge::Entity>)>::~MemFunHandler()
  0.00      3.04     0.00       20     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, GameLogic*, void (GameLogic::*)(Dodge::EEvent*)>::~MemFunHandler()
  0.00      3.04     0.00       20     0.00     0.00  Dodge::EventManager::immediateDispatch(Dodge::EEvent*)
  0.00      3.04     0.00       20     0.00     0.01  Dodge::Texture::constructTexture(char const*)
  0.00      3.04     0.00       20     0.00     0.01  Dodge::Texture::Texture(Dodge::XmlNode)
  0.00      3.04     0.00       20     0.00     0.00  Dodge::EntityUi::EntityUi(Dodge::Entity*)
  0.00      3.04     0.00       20     0.00     0.00  Dodge::Renderer::loadGLTexture(unsigned char const*, int, int)
  0.00      3.04     0.00       20     0.00     0.00  GameLogic::reqMusicVolumeChangeHandler(Dodge::EEvent*)
  0.00      3.04     0.00       20     0.00     0.00  GameSettings::getSize() const
  0.00      3.04     0.00       20     0.00     0.00  Dodge::Texture::getSize() const
  0.00      3.04     0.00       20     0.00     0.00  Dodge::Texture::pngInit() const
  0.00      3.04     0.00       20     0.00     0.00  Dodge::EntityUi::getSize() const
  0.00      3.04     0.00       20     0.00     0.00  Dodge::UiButton::getSize() const
  0.00      3.04     0.00       20     0.00     0.00  std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int>(int&&)
  0.00      3.04     0.00       19     0.00     0.00  boost::detail::sp_counted_impl_p<Throwable>::~sp_counted_impl_p()
  0.00      3.04     0.00       19     0.00     0.00  GameLogic::startGame()
  0.00      3.04     0.00       19     0.00     0.00  Throwable::~Throwable()
  0.00      3.04     0.00       18     0.00     0.00  Exit::onEvent(Dodge::EEvent const*)
  0.00      3.04     0.00       18     0.00     0.00  Dodge::XmlDocument::parse(std::string const&)
  0.00      3.04     0.00       18     0.00     0.00  Dodge::XmlDocument::~XmlDocument()
  0.00      3.04     0.00       18     0.00     0.01  Dodge::MapLoader::loadAssets(Dodge::XmlNode, Dodge::MapLoader::mapSegment_t*)
  0.00      3.04     0.00       18     0.00     0.00  boost::detail::sp_counted_impl_p<Throwable>::dispose()
  0.00      3.04     0.00       18     0.00     0.00  void rapidxml::xml_document<char>::parse_node_contents<928>(char*&, rapidxml::xml_node<char>*)
  0.00      3.04     0.00       18     0.00     0.00  void rapidxml::xml_document<char>::parse<928>(char*)
  0.00      3.04     0.00       18     0.00     0.00  Throwable::addToWorld()
  0.00      3.04     0.00       18     0.00     0.00  Throwable::Throwable(Throwable const&)
  0.00      3.04     0.00       18     0.00     0.00  Throwable::clone() const
  0.00      3.04     0.00       18     0.00     0.00  covariant return thunk to Throwable::clone() const
  0.00      3.04     0.00       17     0.00     0.00  Dodge::XmlNode::getLong() const
  0.00      3.04     0.00       16     0.00     0.00  Dodge::TextEntity::setZ(int)
  0.00      3.04     0.00       16     0.00     0.00  Dodge::TextEntity::TextEntity(long, boost::shared_ptr<Dodge::Font>, std::string const&, Dodge::Vec2f const&)
  0.00      3.04     0.00       16     0.00     0.00  Dodge::Audio::playSound(boost::shared_ptr<Dodge::Sound>)
  0.00      3.04     0.00       16     0.00     0.00  Dodge::Sound::play()
  0.00      3.04     0.00       16     0.00     0.00  Dodge::Entity::Entity(long)
  0.00      3.04     0.00       16     0.00     0.01  Dodge::MapLoader::parseAssetsFile_r(std::string const&, Dodge::MapLoader::mapSegment_t*)
  0.00      3.04     0.00       15     0.00     0.00  Dodge::Texture::~Texture()
  0.00      3.04     0.00       15     0.00     0.00  Dodge::Renderer::unloadTexture(unsigned int)
  0.00      3.04     0.00       15     0.00     0.00  boost::detail::sp_counted_impl_p<Dodge::Texture>::dispose()
  0.00      3.04     0.00       15     0.00     0.00  boost::detail::sp_counted_impl_p<Dodge::Texture>::~sp_counted_impl_p()
  0.00      3.04     0.00       14     0.00     0.00  Dodge::UiButton::UiButton(Dodge::XmlNode)
  0.00      3.04     0.00       14     0.00     0.00  boost::shared_ptr<Item>::shared_ptr<MenuItem>(MenuItem*)
  0.00      3.04     0.00       14     0.00     0.00  Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >::Functor<Menu*, void (Menu::*)(boost::shared_ptr<Dodge::Entity>)>(Menu* const&, void (Menu::*)(boost::shared_ptr<Dodge::Entity>))
  0.00      3.04     0.00       14     0.00     0.00  Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, TypeList<float, TypeList<float, NullType> > > >::Functor<Menu*, void (Menu::*)(boost::shared_ptr<Dodge::Entity>, float, float)>(Menu* const&, void (Menu::*)(boost::shared_ptr<Dodge::Entity>, float, float))
  0.00      3.04     0.00       14     0.00     0.00  MenuItem::MenuItem(Dodge::XmlNode)
  0.00      3.04     0.00       14     0.00     0.00  MemFunHandler<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, Menu*, void (Menu::*)(boost::shared_ptr<Dodge::Entity>)>::clone() const
  0.00      3.04     0.00       14     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, SoundFx*, void (SoundFx::*)(Dodge::EEvent*)>::clone() const
  0.00      3.04     0.00       14     0.00     0.00  MenuItem::getSize() const
  0.00      3.04     0.00       14     0.00     0.00  void std::vector<Functor<void, TypeList<Dodge::EEvent*, NullType> >, std::allocator<Functor<void, TypeList<Dodge::EEvent*, NullType> > > >::_M_insert_aux<Functor<void, TypeList<Dodge::EEvent*, NullType> > const&>(__gnu_cxx::__normal_iterator<Functor<void, TypeList<Dodge::EEvent*, NullType> >*, std::vector<Functor<void, TypeList<Dodge::EEvent*, NullType> >, std::allocator<Functor<void, TypeList<Dodge::EEvent*, NullType> > > > >, Functor<void, TypeList<Dodge::EEvent*, NullType> > const&)
  0.00      3.04     0.00       14     0.00     0.00  std::_Rb_tree_iterator<std::pair<int, boost::shared_ptr<MenuItem> > > std::_Rb_tree<std::pair<int, boost::shared_ptr<MenuItem> >, std::pair<int, boost::shared_ptr<MenuItem> >, std::_Identity<std::pair<int, boost::shared_ptr<MenuItem> > >, std::less<std::pair<int, boost::shared_ptr<MenuItem> > >, std::allocator<std::pair<int, boost::shared_ptr<MenuItem> > > >::_M_insert_<std::pair<int, boost::shared_ptr<MenuItem> > >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<int, boost::shared_ptr<MenuItem> >&&)
  0.00      3.04     0.00       14     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int, boost::shared_ptr<MenuItem> > >, bool> std::_Rb_tree<std::pair<int, boost::shared_ptr<MenuItem> >, std::pair<int, boost::shared_ptr<MenuItem> >, std::_Identity<std::pair<int, boost::shared_ptr<MenuItem> > >, std::less<std::pair<int, boost::shared_ptr<MenuItem> > >, std::allocator<std::pair<int, boost::shared_ptr<MenuItem> > > >::_M_insert_unique<std::pair<int, boost::shared_ptr<MenuItem> > >(std::pair<int, boost::shared_ptr<MenuItem> >&&)
  0.00      3.04     0.00       13     0.00     0.00  Dodge::EntityUi::setFocus(bool)
  0.00      3.04     0.00       13     0.00     0.00  void std::vector<boost::shared_ptr<MenuItem>, std::allocator<boost::shared_ptr<MenuItem> > >::_M_insert_aux<boost::shared_ptr<MenuItem> const&>(__gnu_cxx::__normal_iterator<boost::shared_ptr<MenuItem>*, std::vector<boost::shared_ptr<MenuItem>, std::allocator<boost::shared_ptr<MenuItem> > > >, boost::shared_ptr<MenuItem> const&)
  0.00      3.04     0.00       12     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*)
  0.00      3.04     0.00       11     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, NullType> >, GameLogic*, void (GameLogic::*)(int)>::~MemFunHandler()
  0.00      3.04     0.00       11     0.00     0.00  Dodge::Transformation::Transformation(Dodge::XmlNode)
  0.00      3.04     0.00       11     0.00     0.00  Dodge::EUiEvent::~EUiEvent()
  0.00      3.04     0.00       11     0.00     0.00  Dodge::UiButton::onGainFocus()
  0.00      3.04     0.00       11     0.00     0.00  MemFunHandler<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, TypeList<int, NullType> > >, Menu*, void (Menu::*)(boost::shared_ptr<Dodge::Entity>, int)>::operator()(boost::shared_ptr<Dodge::Entity>, int) const
  0.00      3.04     0.00       11     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, GameLogic*, void (GameLogic::*)(Dodge::EEvent*)>::clone() const
  0.00      3.04     0.00       11     0.00     0.00  std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Item> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Item> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Item> > > >::_M_erase(std::_Rb_tree_node<std::pair<long const, boost::shared_ptr<Item> > >*)
  0.00      3.04     0.00       10     0.00     0.00  Menu::removeFromWorld()
  0.00      3.04     0.00       10     0.00     0.00  Mine::explode()
  0.00      3.04     0.00       10     0.00     0.00  Dodge::WorldSpace::removeAndUntrackAll()
  0.00      3.04     0.00       10     0.00     0.00  Dodge::EntityTransformations::stopTransformations()
  0.00      3.04     0.00       10     0.00     0.00  Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::removeAll()
  0.00      3.04     0.00       10     0.00     0.00  boost::shared_ptr<Item>::shared_ptr<CSprite>(CSprite*)
  0.00      3.04     0.00       10     0.00     0.00  Player::explosionHandler(Dodge::EEvent*)
  0.00      3.04     0.00       10     0.00     0.00  CSprite::removeFromWorld()
  0.00      3.04     0.00       10     0.00     0.00  CSprite::CSprite(Dodge::XmlNode)
  0.00      3.04     0.00       10     0.00     0.00  StartMenu::addToWorld()
  0.00      3.04     0.00       10     0.00     0.00  std::map<long, std::vector<Functor<void, TypeList<Dodge::EEvent*, NullType> >, std::allocator<Functor<void, TypeList<Dodge::EEvent*, NullType> > > >, std::less<long>, std::allocator<std::pair<long const, std::vector<Functor<void, TypeList<Dodge::EEvent*, NullType> >, std::allocator<Functor<void, TypeList<Dodge::EEvent*, NullType> > > > > > >::operator[](long const&)
  0.00      3.04     0.00       10     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<long const, boost::shared_ptr<Item> > >, bool> std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Item> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Item> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Item> > > >::_M_insert_unique<std::pair<long, boost::shared_ptr<Item> > >(std::pair<long, boost::shared_ptr<Item> >&&)
  0.00      3.04     0.00        9     0.00     0.00  EExplosion::~EExplosion()
  0.00      3.04     0.00        9     0.00     0.00  Exit::close()
  0.00      3.04     0.00        9     0.00     0.00  Dodge::EventManager::clear()
  0.00      3.04     0.00        9     0.00     0.00  Dodge::EntityAnimations::setOnScreenSize(float, float)
  0.00      3.04     0.00        9     0.00     0.00  Dodge::Quad::Quad(Dodge::XmlNode)
  0.00      3.04     0.00        9     0.00     0.00  Dodge::Polygon::clear()
  0.00      3.04     0.00        9     0.00     0.00  EBlast::~EBlast()
  0.00      3.04     0.00        9     0.00     0.00  Player::revive()
  0.00      3.04     0.00        9     0.00     0.00  Functor<void, TypeList<Dodge::EEvent*, NullType> >::Functor<GameLogic*, void (GameLogic::*)(Dodge::EEvent*)>(GameLogic* const&, void (GameLogic::*)(Dodge::EEvent*))
  0.00      3.04     0.00        9     0.00     0.00  StartMenu::removeFromWorld()
  0.00      3.04     0.00        9     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, Player*, void (Player::*)(Dodge::EEvent*)>::operator()(Dodge::EEvent*) const
  0.00      3.04     0.00        9     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, NullType> >, GameLogic*, void (GameLogic::*)(int)>::clone() const
  0.00      3.04     0.00        8     0.00     0.00  GameOptionsMenu::onMenuItemActivate(boost::shared_ptr<MenuItem>)
  0.00      3.04     0.00        8     0.00     0.00  Dodge::Audio::stopSound(boost::shared_ptr<Dodge::Sound>)
  0.00      3.04     0.00        8     0.00     0.00  Dodge::Sound::stop()
  0.00      3.04     0.00        8     0.00     0.00  Dodge::Entity::addToWorld()
  0.00      3.04     0.00        8     0.00     0.00  Dodge::Entity::removeFromWorld()
  0.00      3.04     0.00        8     0.00     0.00  Dodge::UiButton::void_entityPtr(boost::shared_ptr<Dodge::Entity>)
  0.00      3.04     0.00        8     0.00     0.00  Player::die()
  0.00      3.04     0.00        8     0.00     0.00  GameLogic::gameOver(Dodge::EEvent*)
  0.00      3.04     0.00        8     0.00     0.00  FunctorHandler<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, void (*)(boost::shared_ptr<Dodge::Entity>)>::operator()(boost::shared_ptr<Dodge::Entity>) const
  0.00      3.04     0.00        8     0.00     0.00  Menu::dbg_print(std::ostream&, int) const
  0.00      3.04     0.00        8     0.00     0.00  std::map<Dodge::WinIO::winEvent_t, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > >, std::less<Dodge::WinIO::winEvent_t>, std::allocator<std::pair<Dodge::WinIO::winEvent_t const, std::vector<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>, std::allocator<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_> > > > > >::operator[](Dodge::WinIO::winEvent_t const&)
  0.00      3.04     0.00        7     0.00     0.00  Menu::onMenuItemGainFocus(boost::shared_ptr<MenuItem>)
  0.00      3.04     0.00        7     0.00     0.00  Dodge::TextEntity::~TextEntity()
  0.00      3.04     0.00        7     0.00     0.00  boost::detail::sp_counted_impl_p<CSprite>::dispose()
  0.00      3.04     0.00        7     0.00     0.00  boost::detail::sp_counted_impl_p<CSprite>::~sp_counted_impl_p()
  0.00      3.04     0.00        7     0.00     0.00  GameLogic::playerDeath(Dodge::EEvent*)
  0.00      3.04     0.00        7     0.00     0.00  GameLogic::resetGame()
  0.00      3.04     0.00        7     0.00     0.00  void std::vector<Dodge::Renderer::Message, std::allocator<Dodge::Renderer::Message> >::_M_insert_aux<Dodge::Renderer::Message const&>(__gnu_cxx::__normal_iterator<Dodge::Renderer::Message*, std::vector<Dodge::Renderer::Message, std::allocator<Dodge::Renderer::Message> > >, Dodge::Renderer::Message const&)
